	[]
28383487	['glioma', 'hepatocellular carcinoma', 'gastrointestinal', 'pancreatic carcinoma', 'breast cancer', 'melanoma', 'pancreatic tumor', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'ovarian cancer']
29962814	['gastrointestinal', 'gastric cancer', 'gastric adenocarcinoma']
30578319	['prostate cancer', 'breast cancer', 'colon cancer', 'astrocytoma', 'astrocytomas', 'lung cancer']
33144576	['sarcoma', 'prostate cancer', 'neuroendocrine tumor', 'synovial sarcoma', 'prostate adenocarcinoma', 'prostate carcinoma']
31905723	['sarcoma', 'multiple myeloma', 'breast cancer', 'myeloid leukemia', 'leukemia', 'melanoma', 'myeloma', 'acute myeloid leukemia', 'lung cancer', 'ovarian cancer', 'glioma', 'prostate cancer', 'nsclc', 'osteosarcoma', 'non-small cell lung cancer', 'rectal cancer', 'pancreatic carcinoma', 'astrocytoma', 'papillary adenocarcinoma', 'cervical cancer', 'small cell lung cancer', 'colorectal cancer']
28424071	['myelodysplastic', 'gastrointestinal', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'gastrointestinal stromal tumour', 'myelodysplastic syndrome', 'chronic myeloid leukaemia']
32619702	['small cell lung cancer', 'breast cancer', 'non-small cell lung cancer', 'lung adenocarcinoma', 'lung cancer']
28383487	['sarcoma', 'breast cancer', 'osteosarcoma', 'pancreatic tumor', 'pancreatic adenocarcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma']
31433989	['glioma', 'pancreatic ductal adenocarcinoma', 'prostate cancer']
30578319	['prostate cancer', 'breast cancer', 'colon cancer', 'astrocytoma', 'astrocytomas', 'lung cancer']
26844272	['gastrointestinal', 'breast cancer', 'colon cancer', 'b-cell lymphoma', 'lymphoma', 'colorectal cancer', 'rectal cancer']
33458620	['sarcoma', 'prostate cancer', 'breast cancer', 'colon cancer', 'kaposi sarcoma', 'myeloid leukemia', 'leukemia', 'melanoma', 'renal cell carcinoma', 'prostate carcinoma']
30650356	['breast cancer', 'hepatocellular carcinoma', 'breast tumor', 'mammary tumor']
31921628	['gastrointestinal', 'epithelial cancer', ' tam ', 'pancreatic cancer', 'lung cancer']
30650356	['dcis', 'breast cancer', 'breast tumor', 'mammary tumor']
32415208	['pancreatic cancer', 'breast cancer', 'primary breast cancer']
30650356	['mammary cancer', 'dcis', 'breast cancer', 'myeloid leukemia', 'leukemia', 'chronic myeloid leukemia', 'breast tumor', 'primary breast cancer', 'mammary tumor']
32415208	['breast cancer', 'brain tumors', 'colorectal cancer', 'rectal cancer', 'pancreatic ductal adenocarcinoma', 'mammary tumor']
31921628	['hepatocellular carcinoma', 'epithelial cancer', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer']
32415208	['breast cancer', 'brain tumors', 'colorectal cancer', 'rectal cancer', 'pancreatic ductal adenocarcinoma']
31921628	[' tam ', 'pancreatic cancer', 'glioblastoma', 'wilms tumor']
30945298	['transitional cell carcinoma', 'bladder cancer', 'malignant tumor']
29962814	['gastric cancer', 'gastrointestinal', 'gastric adenocarcinoma', 'esophageal cancer', 'gastric carcinoma']
31921628	['breast cancer', 'brain tumors', ' tam ', 'pancreatic cancer', 'glioblastoma']
28424071	['Gastrointestinal stromal tumor', 'gastrointestinal', 'gastrointestinal stromal tumor', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'colon carcinoma']
33458620	['renal cell carcinoma', 'prostate cancer', 'breast cancer']
31921628	['glioma', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'gastric cancer']
30096838	['breast carcinoma', 'prostate cancer', 'breast cancer', 'bladder cancer', 'colon cancer', 'myeloid leukemia', 'head and neck cancer', 'leukemia', 'thyroid cancer', 'acute myeloid leukemia', 'hepatoma', 'neck cancer', 'ovarian cancer']
33144576	['glioma', 'sarcoma', 'prostate cancer', 'pancreatic cancer', 'synovial sarcoma', 'melanoma', 'neuroblastoma', 'myeloid leukemia', 'leukemia', 'liver cancer', 'ovarian clear cell carcinoma', 'prostate adenocarcinoma', 'acute myeloid leukemia', 'metastatic cancer']
30578319	['breast cancer', 'prostate cancer']
31921628	['prostate cancer', 'melanoma', 'colon cancer', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'gastric cancer']
32576280	['breast cancer', 'invasive lobular carcinoma', 'mammary carcinoma', 'lymphoma', ' tam ']
30945298	['bladder cancer']
27563880	['ovarian carcinoma', 'sarcoma', 'breast carcinoma', 'pancreatic carcinoma', 'carcinosarcoma', 'pancreatic cancer', 'inflammatory breast carcinoma', 'ovarian cancer']
32576280	[' tam ', 'breast cancer']
31921628	['multiple myeloma', 'breast cancer', 'liver cancer', 'leukemia', 'anaplastic thyroid carcinoma', 'melanoma', 'myeloma', 'ovarian cancer', 'ovarian carcinoma', 'glioma', 'colon carcinoma', 'prostate cancer', 'malignant glioma', 'rectal cancer', 'colon cancer', 'pancreatic adenocarcinoma', 'hepatocellular carcinoma', 'colorectal cancer', 'pancreatic cancer', 'gastric cancer', 'mammary tumor']
30945298	['urothelial bladder carcinoma', 'hepatocellular carcinoma', 'head and neck squamous cell carcinoma', 'bladder carcinoma', 'squamous cell carcinoma', 'prostate cancer', 'breast cancer', 'carcinoma of urinary bladder', 'bladder cancer', 'gastric carcinoma', 'oral cancer', 'lung cancer']
31910858	['dcis', 'breast cancer', 'breast tumor', 'ductal carcinoma in situ']
31921628	['glioma', 'breast carcinoma', 'breast cancer', 'lung cancer', 'colon cancer', 'lymphoma', 'primary central nervous system lymphoma', 'breast tumor', 'colon carcinoma']
31910858	['dcis', 'breast cancer', 'breast tumor', 'ductal carcinoma in situ']
32415208	['small cell lung cancer', 'cervical cancer', 'breast cancer', 'bladder cancer', 'primary breast cancer', 'leukemia', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'lung adenocarcinoma', 'lung cancer']
31910858	['breast cancer']
31921628	['prostate cancer', 'breast cancer', 'metastatic cancer', 'colon cancer', 'colorectal cancer', 'pancreatic adenocarcinoma', 'rectal cancer', 'inflammatory breast cancer', 'pancreatic cancer', 'oral cancer', 'gastric cancer', 'ovarian cancer']
28462377	['gastrointestinal', 'breast cancer', 'gastric adenocarcinoma', 'lymphoma', 'colorectal cancer', 'rectal cancer', 'gastric cancer']
31910858	['breast cancer', 'breast tumor']
31921628	['hepatocellular carcinoma', 'ovarian cancer', 'endometrial cancer', 'squamous cell carcinoma', 'endometrial ca', 'breast cancer', 'lung cancer', 'colon cancer', 'gastric carcinoma', 'colorectal cancer', 'rectal cancer', 'esophageal cancer', 'colon carcinoma']
30945298	['small cell lung cancer', 'hepatocellular carcinoma', 'prostate cancer', 'squamous cell carcinoma', 'endometrial cancer', 'ductal carcinoma in situ', 'oral squamous cell carcinoma', 'breast cancer', 'endometrial ca', 'bladder cancer', 'liver cancer', 'lung cancer']
31921628	['bladder carcinoma', 'pancreatic cancer', 'squamous cell carcinoma', 'pancreatic carcinoma', 'neuroblastoma', 'pancreatic tumor', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'pancreatic ductal adenocarcinoma', 'gastric cancer']
30655535	['glioma', 'prostate cancer', 'neuroendocrine tumor', 'nsclc', 'neuroblastoma', 'prostate adenocarcinoma', 'lung adenocarcinoma', 'lung cancer']
31921628	['pancreatic carcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'lung carcinoma']
30655535	['glioma', 'prostate cancer', 'nsclc', 'neuroblastoma', 'prostate adenocarcinoma', 'lung adenocarcinoma', 'lung cancer']
27563880	['ovarian carcinoma', 'inflammatory breast cancer', 'endometrial cancer', 'pancreatic cancer', 'endometrial ca', 'breast cancer', 'lung cancer', ' tam ', 'melanoma', 'ovarian cancer']
31921628	['pancreatic ductal carcinoma', 'hepatocellular carcinoma', 'prostate cancer', 'endocrine pancreas', 'pancreatic carcinoma', 'pancreatic tumor', 'pancreatic adenocarcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma']
31905723	['small cell lung cancer', 'glioma', 'breast cancer', 'bladder cancer', 'non-small cell lung cancer', 'melanoma', 'renal cell carcinoma', 'malignant melanoma', 'lung cancer']
31921628	['adenocarcinoma of the pancreas', 'adenoid cystic carcinoma', 'squamous cell carcinoma', 'laryngeal squamous cell carcinoma', 'pancreatic carcinoma', 'pancreatic tumor', 'leukemia', 'rectal cancer', 'pancreatic adenocarcinoma', 'glioblastoma', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'gastric cancer']
28462377	['gastrointestinal', 'breast cancer', 'esophageal cancer', 'gastric adenocarcinoma', 'lymphoma', 'gastric cancer', 'gastric carcinoma']
31921628	['pancreatic carcinoma', 'b-cell lymphoma', 'lymphoma', 'pancreatic cancer', 'renal cell carcinoma']
30650356	['glioma', 'dcis', 'breast cancer', 'mammary adenocarcinoma', 'myeloid leukemia', 'leukemia', 'chronic myeloid leukemia', 'breast tumor', 'primary breast cancer', 'mammary tumor']
31921628	['pancreatic carcinoma', 'breast cancer', 'pancreatic adenocarcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'gastric cancer']
30655535	['small cell lung cancer', 'prostate cancer', 'neuroendocrine tumor', 'prostate adenocarcinoma', 'lung cancer']
32576280	['breast carcinoma', 'breast cancer', 'breast tumor', 'invasive lobular carcinoma']
30655535	['ovarian cancer', 'prostate cancer', 'lung cancer']
31921628	['hepatocellular carcinoma', 'pancreatic tumor', 'rectal cancer', 'colorectal cancer', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma']
31350286	['breast carcinoma', 'breast cancer', 'b-cell lymphoma', 'lymphoma', 'burkitt lymphoma']
31905853	['colorectal cancer', 'rectal cancer', 'colon cancer']
31350286	['breast cancer', 'mammary adenocarcinoma', 'lymphoma', 'burkitt lymphoma', 'breast tumor', 'lung cancer']
29962814	['gastrointestinal', 'basal cell carcinoma', 'breast cancer', 'epithelial cancer', 'gastric adenocarcinoma', 'oesophageal adenocarcinoma', 'gastrointestinal carcinoma', 'gastric cancer', 'gastric carcinoma']
30650356	['breast cancer', 'liver cancer', 'primary breast cancer', 'lung cancer']
32054830	['colorectal cancer', 'rectal cancer', 'colon cancer']
31604910	['breast cancer', 'glioblastoma', 'mammary tumor']
32054830	['colorectal cancer', 'rectal cancer', 'colon cancer']
32576280	['primary breast cancer', 'breast cancer', 'invasive lobular carcinoma']
32054830	['prostate cancer', 'neuroblastoma', 'colon cancer', 'colorectal cancer', 'rectal cancer']
27563880	['ovarian carcinoma', 'ovarian neoplasm', 'sarcoma', 'small cell lung cancer', 'breast carcinoma', 'ovarian cancer', 'pancreatic cancer', 'breast cancer', 'non-small cell lung cancer', 'melanoma', 'glioblastoma', 'lung cancer']
30096838	['ovarian cancer', 'prostate cancer', 'breast cancer', 'bladder cancer', 'myeloid leukemia', 'epithelial cancer', 'leukemia', 'acute myeloid leukemia', 'glioblastoma', 'neck cancer', 'lung cancer']
28462377	['prostate cancer', 'gastrointestinal', 'breast cancer', 'stomach cancer', 'gastric adenocarcinoma', 'lymphoma', 'melanoma', 'gastric cancer', 'gastric carcinoma']
31792216	['colorectal cancer', 'rectal cancer', 'colon cancer']
32701512	['melanoma', 'breast cancer', 'primary breast cancer']
31792216	['gastrointestinal', 'colon cancer']
30596880	['nsclc', 'lung adenocarcinoma', 'lung cancer']
28462377	['gastrointestinal', 'oesophageal adenocarcinoma', 'colorectal cancer', 'rectal cancer', 'gastric cancer']
32308769	['sarcoma', 'breast cancer', 'melanoma', 'pancreatic tumor', 'glioblastoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'lung cancer']
29192179	['colorectal cancer', 'rectal cancer']
32308769	['breast cancer', 'melanoma', 'pancreatic tumor', 'pancreatic cancer', 'lung cancer']
29192179	['colorectal cancer', 'rectal cancer']
29520382	['bladder cancer', 'squamous cell carcinoma', 'prostate cancer']
31604910	['hepatocellular carcinoma', 'prostate cancer', 'brain cancer', 'breast cancer', 'mammary tumor']
32054830	['hepatocellular carcinoma', 'prostate cancer', 'cholangiocarcinoma', 'neuroblastoma', 'colon cancer', 'liver cancer', 'lung carcinoma', 'colorectal cancer', 'rectal cancer', 'pancreatic ductal adenocarcinoma', 'gastric cancer', 'ovarian cancer']
32308769	['melanoma', 'breast cancer', 'pancreatic tumor', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'lung cancer']
31547070	[' rb ', 'prostate cancer', 'prostate adenocarcinoma', ' tam ', 'lung cancer']
32308769	['sarcoma', 'pancreatic carcinoma', 'breast cancer', 'osteosarcoma', 'pancreatic tumor', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'lung cancer']
31905853	[' tam ', 'sarcoma', 'pancreatic cancer', 'gastrointestinal', 'melanoma', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'malignant melanoma', 'lung cancer']
31604910	['breast cancer', 'mammary carcinoma', 'mammary tumor']
32308769	['pancreatic carcinoma', 'pancreatic tumor', 'pancreatic adenocarcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma']
32701512	['melanoma', 'breast cancer', 'primary breast cancer']
31905723	['sarcoma', 'cholangiocarcinoma', 'squamous cell carcinoma', 'breast cancer', 'melanoma', 'hodgkin lymphoma', 'undifferentiated pleomorphic sarcoma', 'myeloma', 'lung cancer', 'prostate cancer', 'non-small cell lung cancer', 'rectal cancer', 'liposarcoma', 'intrahepatic cholangiocarcinoma', 'lymphoma', 'small cell lung cancer', 'head and neck squamous cell carcinoma', 'mucosal melanoma', 'head and neck carcinoma', 'colorectal cancer', 'glioblastoma']
33205026	['colon cancer', 'colorectal cancer', 'rectal cancer', 'colon adenocarcinoma', 'colon carcinoma']
32308769	['pancreatic carcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'pancreatic tumor']
33205026	['colorectal cancer', 'rectal cancer', 'melanoma', 'colon cancer']
31779223	['liver cancer', 'hepatocellular carcinoma', 'hepatoblastoma']
32701512	['breast cancer']
32308769	['pancreatic carcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma']
31910858	['breast cancer', 'sarcoma']
29192179	['colorectal cancer', 'rectal cancer', 'colon cancer', 'stomach cancer']
25622905	['breast cancer', 'mammary tumor', 'breast tumor', 'primary breast cancer', 'lung cancer']
31547070	['glioblastoma', 'prostate cancer', 'prostatic cancer']
30577431	['glioma', 'acute lymphoblastic leukaemia', 'lymphoid cancer', 'follicular lymphoma', 'breast cancer', 'lymphocytic leukaemia', 'chronic lymphocytic leukaemia', 'lymphoblastic leukaemia', 'colorectal cancer', 'thyroid cancer', 'rectal cancer', 'lymphoma', 'chronic myelogenous leukaemia', 'melanoma', 'pancreatic ductal adenocarcinoma', 'renal carcinoma', 'lung cancer']
32308769	['pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'pancreatic adenocarcinoma', 'pancreatic tumor']
33205026	['gastrointestinal', 'melanoma', 'colon cancer', 'colorectal cancer', 'rectal cancer', 'colon carcinoma']
33003476	['colon cancer', 'gastric cancer', 'gastric adenocarcinoma']
31905723	['sarcoma', 'prostate cancer', 'cholangiocarcinoma', 'nsclc', 'rectal cancer', 'lung carcinoma', 'lymphoma', 'colorectal cancer', 'melanoma', 'renal cancer', ' rcc ']
31432603	['small cell lung cancer', 'nsclc', 'squamous cell carcinoma', 'lung cancer']
25622905	['breast cancer', 'breast tumor', 'mammary tumor']
29192179	['colorectal cancer', 'rectal cancer', 'breast cancer', 'colon cancer']
31432603	['small cell lung cancer', 'squamous cell carcinoma', 'nsclc', 'lymphoma', 'lung cancer']
33323965	['head and neck carcinoma', 'melanoma', 'leukemia', 'colorectal cancer', 'rectal cancer', 'colon adenocarcinoma']
29520382	['transitional cell carcinoma', 'bladder cancer', 'bladder carcinoma', 'bladder transitional cell carcinoma']
31792216	['gastrointestinal', 'breast cancer', 'colon cancer', 'colon carcinoma', 'mammary tumor']
33323965	['colon cancer', 'leukemia', 'rectal cancer', 'colorectal cancer', 'lung carcinoma', 'colon carcinoma']
30190514	['glioblastoma', 'prostate cancer', ' cll ', 'lymphoma']
32326341	['sarcoma', 'nsclc', 'pancreatic adenocarcinoma', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'lung cancer']
30190514	['glioblastoma', 'prostate cancer', ' cll ', 'lymphoma']
31735170	['hepatocellular carcinoma', 'melanoma', 'colon cancer', 'colorectal cancer', 'rectal cancer']
31547070	['prostate cancer', 'neuroendocrine tumor', 'pancreatic cancer', 'pancreatic ductal adenocarcinoma', 'lung adenocarcinoma']
31432603	['small cell lung cancer', 'squamous cell carcinoma', 'breast cancer', 'nsclc', 'colon cancer', 'lung cancer']
33323965	['small cell lung cancer', 'head and neck squamous cell carcinoma', 'squamous cell carcinoma', 'colon cancer', 'epithelial cancer', 'colon carcinoma', 'non-small cell lung cancer', 'colorectal cancer', 'rectal cancer', 'lung cancer']
31779223	['liver cancer', 'hepatocellular carcinoma', 'renal cancer', 'hepatoblastoma']
32079237	['sarcoma', 'osteosarcoma', 'mammary adenocarcinoma', 'skin cancer']
30376867	['small cell lung cancer', 'sarcoma', 'merkel cell carcinoma', 'hodgkin lymphoma', 'soft tissue sarcoma', 'non-small cell lung cancer', 'lymphoma', 'melanoma', 'renal cell carcinoma', 'non-hodgkin lymphoma', 'lung cancer']
32079237	['head and neck squamous cell carcinoma', 'breast carcinoma', 'prostate cancer', 'squamous cell carcinoma', 'breast cancer', 'ovarian cancer']
30376867	['small cell lung cancer', 'merkel cell carcinoma', 'non-small cell lung cancer', 'lymphoma', 'melanoma', 'hodgkin lymphoma', 'non-hodgkin lymphoma', 'lung cancer']
32079237	['sarcoma', 'head and neck squamous cell carcinoma', 'breast carcinoma', 'prostate cancer', 'squamous cell carcinoma', 'endometrial cancer', 'breast cancer', 'endometrial ca', 'lung cancer', 'osteosarcoma', 'colon cancer', 'glioblastoma', 'colorectal cancer', 'rectal cancer', 'pancreatic ductal adenocarcinoma', 'lung adenocarcinoma', 'ovarian cancer']
